36232869,'Comely Bank Ceme',55.9602,-3.2284
36232872,'Western General',55.9615,-3.23017
36232873,'Western General',55.9619,-3.23098
36232875,'North Werber Pla',55.9647,-3.23316
36232876,'Davidson Road',55.9642,-3.23311
36232878,'West Woods',55.9631,-3.23195
36232892,'London Road',55.9583,-3.17208
36232893,'Brunswick Road',55.9612,-3.17121
36232894,'Albert Street',55.9629,-3.1711
36232895,'Dalmeny Street',55.9642,-3.17066
36232896,'Easter Road',55.9662,-3.17024
36232897,'Academy Park',55.9681,-3.16865
36232898,'Vanburgh Place',55.9692,-3.16613
36232923,'East Hermitage P',55.9695,-3.16356
36232924,'Links Tavern',55.9696,-3.15967
36232925,'Restalrig Road',55.9675,-3.15751
36232926,'Restalrig Cresce',55.9652,-3.15501
36232927,'Restalrig Square',55.9636,-3.15405
36232928,'Restalrig Road S',55.9623,-3.15213
36232929,'Findlay Avenue',55.9625,-3.14871
36232932,'Restalrig Drive',55.9627,-3.14556
36232934,'Loaning Road',55.9613,-3.14294
36232935,'Loganlea Road',55.9602,-3.13991
36232936,'Well Crescent',55.9603,-3.13734
36232937,'Christiemillar A',55.9605,-3.13523
36232938,'Vandaleur Avenue',55.961,-3.1309
36232939,'Bryce Avenue',55.9604,-3.12789
36232942,'Wakefield Avenue',55.9581,-3.12515
36232943,'Portobello Road',55.9577,-3.12517
36232945,'Bryce Avenue',55.9602,-3.12782
36232946,'Vandaleur Avenue',55.9607,-3.13149
36232947,'Christiemillar A',55.9604,-3.13468
36232948,'Well Crescent',55.9602,-3.1373
36232949,'Loganlea Road',55.9601,-3.14005
36232952,'Loaning Avenue',55.9607,-3.14238
36232953,'Restalrig Drive',55.9623,-3.1451
36232954,'Sleigh Gardens',55.9624,-3.14925
36232956,'Lochend Kirk',55.9627,-3.15362
36232957,'Lochend Avenue',55.9642,-3.15466
36232958,'Restalrig Road',55.9659,-3.15593
36232959,'Ryehill Terrace',55.9679,-3.15831
36232965,'Salamander Stree',55.9739,-3.15847
36232967,'Bernard Street',55.9755,-3.16727
36232968,'Bernard Street',55.9759,-3.16775
36232969,'Sandport Street',55.9765,-3.17067
36232972,'Sandport Street',55.9768,-3.17266
36232973,'Victoria Quay',55.9772,-3.17436
36232974,'Victoria Quay',55.9774,-3.17576
36232975,'Commercial St',55.9781,-3.17948
36233858,'Marchmont Cresce',55.9367,-3.19404
36234232,'Craigentinny Dri',55.9601,-3.1421
